
KsQd,Jd2h,69,30,1
KsQd,Jd2c,69,30,1
KsQd,JsJc,43,56,1
KsQd,JsJh,43,56,1
KsQd,JsJd,44,56,0
KsQd,JsTc,64,35,1
KsQd,JsTh,64,35,1
KsQd,JsTd,65,35,0
KsQd,JsTs,61,38,1
KsQd,Js9s,62,37,1
KsQd,Js9c,65,34,1
KsQd,Js9h,65,34,1
KsQd,Js9d,66,33,1
KsQd,Js8s,63,36,1
KsQd,Js8d,67,32,1
KsQd,Js8h,66,33,1
KsQd,Js8c,67,33,0
KsQd,Js7s,64,35,1
KsQd,Js7d,68,32,0
KsQd,Js7h,67,32,1
KsQd,Js7c,68,32,0
KsQd,Js6s,65,34,1
KsQd,Js6d,69,30,1
KsQd,Js6h,68,31,1
KsQd,Js6c,69,31,0
KsQd,Js5s,64,35,1
KsQd,Js5d,69,31,0
KsQd,Js5h,68,31,1
KsQd,Js5c,68,32,0
KsQd,Js4s,65,34,1
KsQd,Js4d,69,30,1
KsQd,Js4h,68,31,1
KsQd,Js4c,68,31,1
KsQd,Js3s,65,34,1
KsQd,Js3d,69,30,1
KsQd,Js3h,69,30,1
KsQd,Js3c,69,30,1
KsQd,Js2s,66,33,1
KsQd,Js2d,70,30,0
KsQd,Js2h,69,30,1
KsQd,Js2c,69,30,1
KsQd,TcTh,43,57,0
KsQd,TcTd,43,56,1
KsQd,TcTs,43,56,1
KsQd,Tc9s,64,35,1
KsQd,Tc9c,60,40,0
KsQd,Tc9h,63,36,1
KsQd,Tc9d,64,35,1
KsQd,Tc8s,65,34,1
KsQd,Tc8d,65,35,0
KsQd,Tc8h,64,35,1
KsQd,Tc8c,60,39,1
KsQd,Tc7s,66,34,0
KsQd,Tc7d,66,33,1
KsQd,Tc7h,65,34,1
KsQd,Tc7c,61,38,1
KsQd,Tc6s,67,32,1
KsQd,Tc6d,67,32,1
KsQd,Tc6h,66,33,1
KsQd,Tc6c,62,37,1
KsQd,Tc5s,68,32,0
KsQd,Tc5d,68,31,1
KsQd,Tc5h,67,32,1
KsQd,Tc5c,63,36,1
KsQd,Tc4s,68,31,1
KsQd,Tc4d,68,31,1
KsQd,Tc4h,67,32,1
KsQd,Tc4c,63,36,1
KsQd,Tc3s,68,31,1
KsQd,Tc3d,68,31,1
KsQd,Tc3h,68,31,1
KsQd,Tc3c,64,35,1
KsQd,Tc2s,69,31,0
KsQd,Tc2d,69,30,1
KsQd,Tc2h,68,31,1
KsQd,Tc2c,64,35,1
KsQd,ThTc,43,57,0
KsQd,ThTd,43,56,1
KsQd,ThTs,43,57,0
KsQd,Th9s,64,35,1
KsQd,Th9c,64,36,0
KsQd,Th9h,60,40,0
KsQd,Th9d,64,35,1
KsQd,Th8s,65,34,1
KsQd,Th8d,65,34,1
KsQd,Th8h,60,39,1
KsQd,Th8c,64,35,1
KsQd,Th7s,66,34,0
KsQd,Th7d,66,33,1
KsQd,Th7h,62,38,0
KsQd,Th7c,65,34,1
KsQd,Th6s,67,32,1
KsQd,Th6d,67,33,0
KsQd,Th6h,62,37,1
KsQd,Th6c,67,33,0
KsQd,Th5s,68,31,1
KsQd,Th5d,68,31,1
KsQd,Th5h,63,36,1
KsQd,Th5c,68,32,0
KsQd,Th4s,68,31,1
KsQd,Th4d,68,32,0
KsQd,Th4h,64,36,0
KsQd,Th4c,67,32,1
KsQd,Th3s,68,31,1
KsQd,Th3d,69,31,0
KsQd,Th3h,64,36,0
KsQd,Th3c,68,32,0
KsQd,Th2s,69,30,1
KsQd,Th2d,69,31,0
KsQd,Th2h,64,35,1
KsQd,Th2c,68,31,1
KsQd,TdTc,43,56,1
KsQd,TdTh,43,56,1
KsQd,TdTs,44,56,0
KsQd,Td9s,64,35,1
KsQd,Td9c,64,35,1
KsQd,Td9h,64,35,1
KsQd,Td9d,61,38,1
KsQd,Td8s,66,33,1
KsQd,Td8d,62,37,1
KsQd,Td8h,65,34,1
KsQd,Td8c,65,34,1
KsQd,Td7s,67,33,0
KsQd,Td7d,63,36,1
KsQd,Td7h,66,33,1
KsQd,Td7c,66,33,1
KsQd,Td6s,67,32,1
KsQd,Td6d,64,36,0
KsQd,Td6h,67,32,1
KsQd,Td6c,67,32,1
KsQd,Td5s,68,31,1
KsQd,Td5d,65,34,1
KsQd,Td5h,68,31,1
KsQd,Td5c,68,31,1
KsQd,Td4s,69,30,1
KsQd,Td4d,65,35,0
KsQd,Td4h,68,31,1
KsQd,Td4c,68,31,1
KsQd,Td3s,69,30,1
KsQd,Td3d,65,34,1
KsQd,Td3h,68,31,1
KsQd,Td3c,68,31,1
KsQd,Td2s,69,30,1
KsQd,Td2d,65,34,1
KsQd,Td2h,69,31,0
KsQd,Td2c,69,30,1
KsQd,TsTc,43,56,1
KsQd,TsTh,43,56,1
KsQd,TsTd,44,55,1
KsQd,Ts9s,61,38,1
KsQd,Ts9c,64,35,1
KsQd,Ts9h,64,35,1
KsQd,Ts9d,65,35,0
KsQd,Ts8s,62,37,1
KsQd,Ts8d,65,34,1
KsQd,Ts8h,65,34,1
KsQd,Ts8c,65,34,1
KsQd,Ts7s,63,36,1
KsQd,Ts7d,66,33,1
KsQd,Ts7h,66,34,0
KsQd,Ts7c,66,33,1
KsQd,Ts6s,64,35,1
KsQd,Ts6d,67,32,1
KsQd,Ts6h,67,33,0
KsQd,Ts6c,67,32,1
KsQd,Ts5s,65,35,0
KsQd,Ts5d,69,31,0
KsQd,Ts5h,68,31,1
KsQd,Ts5c,68,31,1
KsQd,Ts4s,65,35,0
KsQd,Ts4d,68,31,1
KsQd,Ts4h,68,31,1
KsQd,Ts4c,68,31,1
KsQd,Ts3s,65,34,1
KsQd,Ts3d,69,30,1
KsQd,Ts3h,68,31,1
KsQd,Ts3c,68,31,1
KsQd,Ts2s,66,34,0
KsQd,Ts2d,69,30,1
KsQd,Ts2h,69,30,1
KsQd,Ts2c,69,30,1
KsQd,9s9c,45,55,0
KsQd,9s9h,44,55,1
KsQd,9s9d,45,55,0
KsQd,9s8s,61,38,1
KsQd,9s8d,64,35,1
KsQd,9s8h,64,36,0
KsQd,9s8c,63,36,1
KsQd,9s7s,61,38,1
KsQd,9s7d,65,35,0
KsQd,9s7h,64,35,1
KsQd,9s7c,64,35,1
KsQd,9s6s,62,37,1
KsQd,9s6d,65,34,1
KsQd,9s6h,65,35,0
KsQd,9s6c,65,34,1
KsQd,9s5s,63,36,1
KsQd,9s5d,66,33,1
KsQd,9s5h,66,33,1
KsQd,9s5c,66,33,1
KsQd,9s4s,64,35,1
KsQd,9s4d,68,31,1
KsQd,9s4h,67,32,1
KsQd,9s4c,67,32,1
KsQd,9s3s,64,35,1
KsQd,9s3d,68,31,1
KsQd,9s3h,67,32,1
KsQd,9s3c,67,32,1
KsQd,9s2s,65,35,0
KsQd,9s2d,68,31,1
KsQd,9s2h,68,32,0
KsQd,9s2c,68,31,1
KsQd,9c9s,44,55,1
KsQd,9c9h,44,56,0
KsQd,9c9d,44,55,1
KsQd,9c8s,64,36,0
KsQd,9c8d,63,36,1
KsQd,9c8h,63,36,1
KsQd,9c8c,59,40,1
KsQd,9c7s,64,35,1
KsQd,9c7d,65,35,0
KsQd,9c7h,64,36,0
KsQd,9c7c,60,40,0
KsQd,9c6s,65,35,0
KsQd,9c6d,65,34,1
KsQd,9c6h,64,35,1
KsQd,9c6c,61,39,0
KsQd,9c5s,66,33,1
KsQd,9c5d,66,33,1
KsQd,9c5h,65,34,1
KsQd,9c5c,61,38,1
KsQd,9c4s,67,32,1
KsQd,9c4d,67,32,1
KsQd,9c4h,67,33,0
KsQd,9c4c,63,37,0
KsQd,9c3s,68,32,0
KsQd,9c3d,68,32,0
KsQd,9c3h,67,32,1
KsQd,9c3c,63,37,0
KsQd,9c2s,68,32,0
KsQd,9c2d,68,31,1
KsQd,9c2h,67,32,1
KsQd,9c2c,63,36,1
KsQd,9h9s,45,55,0
KsQd,9h9c,44,56,0
KsQd,9h9d,45,55,0
KsQd,9h8s,63,36,1
KsQd,9h8d,64,36,0
KsQd,9h8h,59,40,1
KsQd,9h8c,63,36,1
KsQd,9h7s,64,35,1
KsQd,9h7d,64,35,1
KsQd,9h7h,60,39,1
KsQd,9h7c,64,36,0
KsQd,9h6s,65,34,1
KsQd,9h6d,65,34,1
KsQd,9h6h,61,39,0
KsQd,9h6c,65,35,0
KsQd,9h5s,66,33,1
KsQd,9h5d,66,33,1
KsQd,9h5h,61,38,1
KsQd,9h5c,65,34,1
KsQd,9h4s,68,32,0
KsQd,9h4d,67,32,1
KsQd,9h4h,62,37,1
KsQd,9h4c,67,33,0
KsQd,9h3s,67,32,1
KsQd,9h3d,67,32,1
KsQd,9h3h,63,37,0
KsQd,9h3c,67,33,0
KsQd,9h2s,68,31,1
KsQd,9h2d,68,31,1
KsQd,9h2h,63,36,1
KsQd,9h2c,67,32,1
KsQd,9d9s,45,54,1
KsQd,9d9c,44,55,1
KsQd,9d9h,45,55,0
KsQd,9d8s,64,35,1
KsQd,9d8d,61,39,0
KsQd,9d8h,64,36,0
KsQd,9d8c,64,35,1
KsQd,9d7s,65,35,0
KsQd,9d7d,61,38,1
KsQd,9d7h,65,35,0
KsQd,9d7c,64,35,1
KsQd,9d6s,66,34,0
KsQd,9d6d,62,37,1
KsQd,9d6h,65,35,0
KsQd,9d6c,65,35,0
KsQd,9d5s,66,33,1
KsQd,9d5d,63,36,1
KsQd,9d5h,66,33,1
KsQd,9d5c,66,33,1
KsQd,9d4s,68,31,1
KsQd,9d4d,64,35,1
KsQd,9d4h,67,32,1
KsQd,9d4c,68,32,0
KsQd,9d3s,68,31,1
KsQd,9d3d,64,35,1
KsQd,9d3h,67,32,1
KsQd,9d3c,67,32,1
KsQd,9d2s,68,31,1
KsQd,9d2d,65,34,1
KsQd,9d2h,68,31,1
KsQd,9d2c,68,32,0
KsQd,8s8d,46,53,1
KsQd,8s8h,46,54,0
KsQd,8s8c,46,54,0
KsQd,8s7s,61,38,1
KsQd,8s7d,64,35,1
KsQd,8s7h,64,35,1
KsQd,8s7c,64,35,1
KsQd,8s6s,61,38,1
KsQd,8s6d,64,35,1
KsQd,8s6h,64,35,1
KsQd,8s6c,64,36,0
KsQd,8s5s,62,37,1
KsQd,8s5d,65,34,1
KsQd,8s5h,65,34,1
KsQd,8s5c,65,34,1
KsQd,8s4s,63,36,1
KsQd,8s4d,67,32,1
KsQd,8s4h,66,33,1
KsQd,8s4c,66,33,1
KsQd,8s3s,64,35,1
KsQd,8s3d,68,31,1
KsQd,8s3h,68,32,0
KsQd,8s3c,67,32,1
KsQd,8s2s,65,35,0
KsQd,8s2d,68,31,1
KsQd,8s2h,68,31,1
KsQd,8s2c,68,32,0
KsQd,8d8s,46,53,1
KsQd,8d8h,46,54,0
KsQd,8d8c,46,54,0
KsQd,8d7s,65,35,0
KsQd,8d7d,61,38,1
KsQd,8d7h,64,35,1
KsQd,8d7c,64,35,1
KsQd,8d6s,64,35,1
KsQd,8d6d,61,39,0
KsQd,8d6h,64,36,0
KsQd,8d6c,64,36,0
KsQd,8d5s,66,34,0
KsQd,8d5d,62,38,0
KsQd,8d5h,65,35,0
KsQd,8d5c,65,35,0
KsQd,8d4s,67,33,0
KsQd,8d4d,63,36,1
KsQd,8d4h,67,33,0
KsQd,8d4c,66,33,1
KsQd,8d3s,68,31,1
KsQd,8d3d,64,35,1
KsQd,8d3h,68,32,0
KsQd,8d3c,68,32,0
KsQd,8d2s,68,31,1
KsQd,8d2d,65,35,0
KsQd,8d2h,68,31,1
KsQd,8d2c,67,32,1
KsQd,8h8s,46,53,1
KsQd,8h8d,46,54,0
KsQd,8h8c,46,54,0
KsQd,8h7s,64,35,1
KsQd,8h7d,64,35,1
KsQd,8h7h,60,40,0
KsQd,8h7c,64,36,0
KsQd,8h6s,64,35,1
KsQd,8h6d,64,35,1
KsQd,8h6h,60,40,0
KsQd,8h6c,64,36,0
KsQd,8h5s,65,35,0
KsQd,8h5d,65,35,0
KsQd,8h5h,60,39,1
KsQd,8h5c,64,35,1
KsQd,8h4s,66,33,1
KsQd,8h4d,66,33,1
KsQd,8h4h,62,38,0
KsQd,8h4c,66,34,0
KsQd,8h3s,68,32,0
KsQd,8h3d,68,32,0
KsQd,8h3h,63,36,1
KsQd,8h3c,67,33,0
KsQd,8h2s,68,31,1
KsQd,8h2d,68,31,1
KsQd,8h2h,63,36,1
KsQd,8h2c,67,33,0
KsQd,8c8s,46,54,0
KsQd,8c8d,46,54,0
KsQd,8c8h,45,54,1
KsQd,8c7s,64,35,1
KsQd,8c7d,64,35,1
KsQd,8c7h,64,36,0
KsQd,8c7c,60,40,0
KsQd,8c6s,64,36,0
KsQd,8c6d,64,35,1
KsQd,8c6h,63,36,1
KsQd,8c6c,60,40,0
KsQd,8c5s,65,34,1
KsQd,8c5d,65,34,1
KsQd,8c5h,65,35,0
KsQd,8c5c,60,39,1
KsQd,8c4s,66,33,1
KsQd,8c4d,66,33,1
KsQd,8c4h,66,34,0
KsQd,8c4c,62,38,0
KsQd,8c3s,67,32,1
KsQd,8c3d,68,32,0
KsQd,8c3h,67,32,1
KsQd,8c3c,63,36,1
KsQd,8c2s,68,32,0
KsQd,8c2d,68,32,0
KsQd,8c2h,67,32,1
KsQd,8c2c,63,37,0
KsQd,7s7d,46,53,1
KsQd,7s7h,46,53,1
KsQd,7s7c,46,53,1
KsQd,7s6s,60,40,0
KsQd,7s6d,63,36,1
KsQd,7s6h,63,37,0
KsQd,7s6c,63,37,0
KsQd,7s5s,60,39,1
KsQd,7s5d,64,35,1
KsQd,7s5h,63,36,1
KsQd,7s5c,63,36,1
KsQd,7s4s,62,38,0
KsQd,7s4d,65,34,1
KsQd,7s4h,65,34,1
KsQd,7s4c,65,35,0
KsQd,7s3s,63,36,1
KsQd,7s3d,67,32,1
KsQd,7s3h,66,33,1
KsQd,7s3c,66,33,1
KsQd,7s2s,64,35,1
KsQd,7s2d,68,31,1
KsQd,7s2h,68,32,0
KsQd,7s2c,68,32,0
KsQd,7d7s,47,53,0
KsQd,7d7h,46,53,1
KsQd,7d7c,46,53,1
KsQd,7d6s,63,36,1
KsQd,7d6d,60,40,0
KsQd,7d6h,63,37,0
KsQd,7d6c,62,37,1
KsQd,7d5s,64,35,1
KsQd,7d5d,60,39,1
KsQd,7d5h,63,36,1
KsQd,7d5c,64,36,0
KsQd,7d4s,65,34,1
KsQd,7d4d,62,38,0
KsQd,7d4h,65,34,1
KsQd,7d4c,65,34,1
KsQd,7d3s,67,32,1
KsQd,7d3d,63,36,1
KsQd,7d3h,66,33,1
KsQd,7d3c,66,33,1
KsQd,7d2s,68,31,1
KsQd,7d2d,65,35,0
KsQd,7d2h,68,31,1
KsQd,7d2c,68,31,1
KsQd,7h7s,46,53,1
KsQd,7h7d,46,53,1
KsQd,7h7c,46,54,0
KsQd,7h6s,63,37,0
KsQd,7h6d,62,37,1
KsQd,7h6h,58,41,1
KsQd,7h6c,62,37,1
KsQd,7h5s,63,36,1
KsQd,7h5d,64,36,0
KsQd,7h5h,59,40,1
KsQd,7h5c,63,36,1
KsQd,7h4s,65,34,1
KsQd,7h4d,65,34,1
KsQd,7h4h,60,39,1
KsQd,7h4c,64,35,1
KsQd,7h3s,66,33,1
KsQd,7h3d,66,33,1
KsQd,7h3h,61,38,1
KsQd,7h3c,66,33,1
KsQd,7h2s,68,32,0
KsQd,7h2d,67,32,1
